time_interval_utc,area,unit_name,unit_code,type,instance_code,mtu_utc,generation_mw,consumption_mw,mtu_start,mtu_end
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 09:30 - 27/01/2026 09:45,,,2026-01-27 09:30:00,2026-01-27 09:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 09:45 - 27/01/2026 10:00,,,2026-01-27 09:45:00,2026-01-27 10:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 10:00 - 27/01/2026 10:15,,,2026-01-27 10:00:00,2026-01-27 10:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 10:15 - 27/01/2026 10:30,,,2026-01-27 10:15:00,2026-01-27 10:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 10:30 - 27/01/2026 10:45,,,2026-01-27 10:30:00,2026-01-27 10:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 10:45 - 27/01/2026 11:00,,,2026-01-27 10:45:00,2026-01-27 11:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 11:00 - 27/01/2026 11:15,,,2026-01-27 11:00:00,2026-01-27 11:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 11:15 - 27/01/2026 11:30,,,2026-01-27 11:15:00,2026-01-27 11:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 11:30 - 27/01/2026 11:45,,,2026-01-27 11:30:00,2026-01-27 11:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 11:45 - 27/01/2026 12:00,,,2026-01-27 11:45:00,2026-01-27 12:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 12:00 - 27/01/2026 12:15,,,2026-01-27 12:00:00,2026-01-27 12:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 12:15 - 27/01/2026 12:30,,,2026-01-27 12:15:00,2026-01-27 12:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 12:30 - 27/01/2026 12:45,,,2026-01-27 12:30:00,2026-01-27 12:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 12:45 - 27/01/2026 13:00,,,2026-01-27 12:45:00,2026-01-27 13:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 13:00 - 27/01/2026 13:15,,,2026-01-27 13:00:00,2026-01-27 13:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 13:15 - 27/01/2026 13:30,,,2026-01-27 13:15:00,2026-01-27 13:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 13:30 - 27/01/2026 13:45,,,2026-01-27 13:30:00,2026-01-27 13:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 13:45 - 27/01/2026 14:00,,,2026-01-27 13:45:00,2026-01-27 14:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 14:00 - 27/01/2026 14:15,,,2026-01-27 14:00:00,2026-01-27 14:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 14:15 - 27/01/2026 14:30,,,2026-01-27 14:15:00,2026-01-27 14:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 14:30 - 27/01/2026 14:45,,,2026-01-27 14:30:00,2026-01-27 14:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 14:45 - 27/01/2026 15:00,,,2026-01-27 14:45:00,2026-01-27 15:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 15:00 - 27/01/2026 15:15,,,2026-01-27 15:00:00,2026-01-27 15:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 15:15 - 27/01/2026 15:30,,,2026-01-27 15:15:00,2026-01-27 15:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 15:30 - 27/01/2026 15:45,,,2026-01-27 15:30:00,2026-01-27 15:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 15:45 - 27/01/2026 16:00,,,2026-01-27 15:45:00,2026-01-27 16:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 16:00 - 27/01/2026 16:15,,,2026-01-27 16:00:00,2026-01-27 16:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 16:15 - 27/01/2026 16:30,,,2026-01-27 16:15:00,2026-01-27 16:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 16:30 - 27/01/2026 16:45,,,2026-01-27 16:30:00,2026-01-27 16:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 16:45 - 27/01/2026 17:00,,,2026-01-27 16:45:00,2026-01-27 17:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 17:00 - 27/01/2026 17:15,,,2026-01-27 17:00:00,2026-01-27 17:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 17:15 - 27/01/2026 17:30,,,2026-01-27 17:15:00,2026-01-27 17:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 17:30 - 27/01/2026 17:45,,,2026-01-27 17:30:00,2026-01-27 17:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 17:45 - 27/01/2026 18:00,,,2026-01-27 17:45:00,2026-01-27 18:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 18:00 - 27/01/2026 18:15,,,2026-01-27 18:00:00,2026-01-27 18:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 18:15 - 27/01/2026 18:30,,,2026-01-27 18:15:00,2026-01-27 18:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 18:30 - 27/01/2026 18:45,,,2026-01-27 18:30:00,2026-01-27 18:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 18:45 - 27/01/2026 19:00,,,2026-01-27 18:45:00,2026-01-27 19:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 19:00 - 27/01/2026 19:15,,,2026-01-27 19:00:00,2026-01-27 19:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 19:15 - 27/01/2026 19:30,,,2026-01-27 19:15:00,2026-01-27 19:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 19:30 - 27/01/2026 19:45,,,2026-01-27 19:30:00,2026-01-27 19:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 19:45 - 27/01/2026 20:00,,,2026-01-27 19:45:00,2026-01-27 20:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 20:00 - 27/01/2026 20:15,,,2026-01-27 20:00:00,2026-01-27 20:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 20:15 - 27/01/2026 20:30,,,2026-01-27 20:15:00,2026-01-27 20:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 20:30 - 27/01/2026 20:45,,,2026-01-27 20:30:00,2026-01-27 20:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 20:45 - 27/01/2026 21:00,,,2026-01-27 20:45:00,2026-01-27 21:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 21:00 - 27/01/2026 21:15,,,2026-01-27 21:00:00,2026-01-27 21:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 21:15 - 27/01/2026 21:30,,,2026-01-27 21:15:00,2026-01-27 21:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 21:30 - 27/01/2026 21:45,,,2026-01-27 21:30:00,2026-01-27 21:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 21:45 - 27/01/2026 22:00,,,2026-01-27 21:45:00,2026-01-27 22:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 22:00 - 27/01/2026 22:15,,,2026-01-27 22:00:00,2026-01-27 22:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 22:15 - 27/01/2026 22:30,,,2026-01-27 22:15:00,2026-01-27 22:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 22:30 - 27/01/2026 22:45,,,2026-01-27 22:30:00,2026-01-27 22:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 22:45 - 27/01/2026 23:00,,,2026-01-27 22:45:00,2026-01-27 23:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 23:00 - 27/01/2026 23:15,,,2026-01-27 23:00:00,2026-01-27 23:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 23:15 - 27/01/2026 23:30,,,2026-01-27 23:15:00,2026-01-27 23:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 23:30 - 27/01/2026 23:45,,,2026-01-27 23:30:00,2026-01-27 23:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,FECAMP 2,17W0000014455708,Wind Offshore,17W0000014455708,27/01/2026 23:45 - 28/01/2026 00:00,,,2026-01-27 23:45:00,2026-01-28 00:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 00:00 - 27/01/2026 00:15,13.06,,2026-01-27 00:00:00,2026-01-27 00:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 00:15 - 27/01/2026 00:30,17.15,,2026-01-27 00:15:00,2026-01-27 00:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 00:30 - 27/01/2026 00:45,31.0,,2026-01-27 00:30:00,2026-01-27 00:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 00:45 - 27/01/2026 01:00,21.11,,2026-01-27 00:45:00,2026-01-27 01:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 01:00 - 27/01/2026 01:15,,1.53,2026-01-27 01:00:00,2026-01-27 01:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 01:15 - 27/01/2026 01:30,,0.15,2026-01-27 01:15:00,2026-01-27 01:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 01:30 - 27/01/2026 01:45,,0.13,2026-01-27 01:30:00,2026-01-27 01:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 01:45 - 27/01/2026 02:00,,0.15,2026-01-27 01:45:00,2026-01-27 02:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 02:00 - 27/01/2026 02:15,,8.9,2026-01-27 02:00:00,2026-01-27 02:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 02:15 - 27/01/2026 02:30,,8.95,2026-01-27 02:15:00,2026-01-27 02:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 02:30 - 27/01/2026 02:45,,8.93,2026-01-27 02:30:00,2026-01-27 02:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 02:45 - 27/01/2026 03:00,,8.92,2026-01-27 02:45:00,2026-01-27 03:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 03:00 - 27/01/2026 03:15,,6.85,2026-01-27 03:00:00,2026-01-27 03:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 03:15 - 27/01/2026 03:30,,6.77,2026-01-27 03:15:00,2026-01-27 03:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 03:30 - 27/01/2026 03:45,,6.79,2026-01-27 03:30:00,2026-01-27 03:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 03:45 - 27/01/2026 04:00,,6.8,2026-01-27 03:45:00,2026-01-27 04:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 04:00 - 27/01/2026 04:15,4.38,,2026-01-27 04:00:00,2026-01-27 04:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 04:15 - 27/01/2026 04:30,4.49,,2026-01-27 04:15:00,2026-01-27 04:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 04:30 - 27/01/2026 04:45,4.48,,2026-01-27 04:30:00,2026-01-27 04:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 04:45 - 27/01/2026 05:00,4.47,,2026-01-27 04:45:00,2026-01-27 05:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 05:00 - 27/01/2026 05:15,0.16,,2026-01-27 05:00:00,2026-01-27 05:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 05:15 - 27/01/2026 05:30,4.82,,2026-01-27 05:15:00,2026-01-27 05:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 05:30 - 27/01/2026 05:45,,2.32,2026-01-27 05:30:00,2026-01-27 05:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 05:45 - 27/01/2026 06:00,9.52,,2026-01-27 05:45:00,2026-01-27 06:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 06:00 - 27/01/2026 06:15,,2.5,2026-01-27 06:00:00,2026-01-27 06:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 06:15 - 27/01/2026 06:30,11.54,,2026-01-27 06:15:00,2026-01-27 06:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 06:30 - 27/01/2026 06:45,,1.65,2026-01-27 06:30:00,2026-01-27 06:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 06:45 - 27/01/2026 07:00,11.54,,2026-01-27 06:45:00,2026-01-27 07:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 07:00 - 27/01/2026 07:15,,,2026-01-27 07:00:00,2026-01-27 07:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 07:15 - 27/01/2026 07:30,,,2026-01-27 07:15:00,2026-01-27 07:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 07:30 - 27/01/2026 07:45,,,2026-01-27 07:30:00,2026-01-27 07:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 07:45 - 27/01/2026 08:00,,,2026-01-27 07:45:00,2026-01-27 08:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 08:00 - 27/01/2026 08:15,,,2026-01-27 08:00:00,2026-01-27 08:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 08:15 - 27/01/2026 08:30,,,2026-01-27 08:15:00,2026-01-27 08:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 08:30 - 27/01/2026 08:45,,,2026-01-27 08:30:00,2026-01-27 08:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 08:45 - 27/01/2026 09:00,,,2026-01-27 08:45:00,2026-01-27 09:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 09:00 - 27/01/2026 09:15,,,2026-01-27 09:00:00,2026-01-27 09:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 09:15 - 27/01/2026 09:30,,,2026-01-27 09:15:00,2026-01-27 09:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 09:30 - 27/01/2026 09:45,,,2026-01-27 09:30:00,2026-01-27 09:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 09:45 - 27/01/2026 10:00,,,2026-01-27 09:45:00,2026-01-27 10:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 10:00 - 27/01/2026 10:15,,,2026-01-27 10:00:00,2026-01-27 10:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 10:15 - 27/01/2026 10:30,,,2026-01-27 10:15:00,2026-01-27 10:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 10:30 - 27/01/2026 10:45,,,2026-01-27 10:30:00,2026-01-27 10:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 10:45 - 27/01/2026 11:00,,,2026-01-27 10:45:00,2026-01-27 11:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 11:00 - 27/01/2026 11:15,,,2026-01-27 11:00:00,2026-01-27 11:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 11:15 - 27/01/2026 11:30,,,2026-01-27 11:15:00,2026-01-27 11:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 11:30 - 27/01/2026 11:45,,,2026-01-27 11:30:00,2026-01-27 11:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 11:45 - 27/01/2026 12:00,,,2026-01-27 11:45:00,2026-01-27 12:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 12:00 - 27/01/2026 12:15,,,2026-01-27 12:00:00,2026-01-27 12:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 12:15 - 27/01/2026 12:30,,,2026-01-27 12:15:00,2026-01-27 12:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 12:30 - 27/01/2026 12:45,,,2026-01-27 12:30:00,2026-01-27 12:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 12:45 - 27/01/2026 13:00,,,2026-01-27 12:45:00,2026-01-27 13:00:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 13:00 - 27/01/2026 13:15,,,2026-01-27 13:00:00,2026-01-27 13:15:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 13:15 - 27/01/2026 13:30,,,2026-01-27 13:15:00,2026-01-27 13:30:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 13:30 - 27/01/2026 13:45,,,2026-01-27 13:30:00,2026-01-27 13:45:00
27/01/2026 00:00 - 28/01/2026 00:00,BZN|FR,BESS_AFD7_BARBAN_SAUCATS_1,17W000001637626Q,Other,17W000001637626Q,27/01/2026 13:45 - 27/01/2026 14:00,,,2026-01-27 13:45:00,2026-01-27 14:00:00
